id_cachet,id_acteur,id_role,id_mois,montant
s4801,138,3,5,1283
s3871,138,4,9,934
s6454,138,1,5,1091
s7162,138,4,5,716
s3210,138,5,12,1111
s6013,138,5,10,953
s5334,138,5,5,962
s361,138,2,7,1045
s5094,138,2,2,1200
s7279,138,2,7,1025
s4279,138,1,1,1074
s1234,138,1,1,1006
s1843,138,2,12,1051
s4810,138,1,8,1068
s841,139,5,7,1276
s5772,139,2,6,905
s888,139,4,11,976
s4147,139,2,7,1166
s4307,139,2,12,832
s4145,139,1,4,1002
s2101,139,5,4,1257
s6435,139,1,8,1046
s6178,139,1,10,1049
s6756,139,1,12,1013
s6722,139,4,12,848
s5875,139,3,4,1332
s1107,139,4,2,1221
s4712,139,4,11,1299
s4780,139,5,6,1115
s3636,139,4,9,941
s2940,139,4,8,775
s6048,139,3,7,1172
s3019,139,2,10,980
s4418,139,4,9,1134
s5246,140,2,6,883
s303,140,1,8,1048
s3611,140,1,6,1042
s7473,140,2,3,881
s1957,140,5,2,1074
s3345,140,1,2,1049
s1712,140,3,3,1156
s5153,140,5,8,1128
s1156,140,2,3,989
s616,140,2,7,1119
s4907,140,3,8,1303
s5338,140,5,5,1025
s442,141,2,7,989
s2187,141,5,1,1133
s5744,141,2,1,964
s3333,141,4,7,1100
s7391,141,4,5,917
s5885,141,1,1,1097
s986,141,4,2,1069
s7931,141,1,1,1017
s1708,141,5,8,745
s1204,141,2,4,1188
s6055,141,2,12,987
s4898,141,4,2,940
s1099,141,1,1,1088
s6310,142,3,12,1326
s1937,142,2,9,994
s2347,142,5,6,1122
s3103,142,2,11,963
s3417,142,2,6,1034
s2686,142,1,12,1008
s7601,142,1,11,1048
s6455,142,4,1,943
s615,142,2,10,1155
s4068,142,4,9,717
s7757,142,5,8,999
s2657,142,5,10,891
s1254,142,4,5,1145
s6066,142,1,9,1057
s7061,142,5,12,1230
s7537,142,4,7,1058
s7171,142,4,12,892
s3763,143,2,2,1101
s129,143,5,6,1071
s2083,143,1,8,1068
s4465,143,3,8,1306
s2781,143,3,5,1322
s5848,143,1,7,1046
s821,143,4,8,919
s375,143,5,11,1243
s1218,143,5,8,780
s5849,143,5,2,1024
s2072,143,1,2,1082
s1465,143,2,10,866
s3059,143,2,7,1121
s6193,143,5,1,773
s6954,144,1,7,1048
s1795,144,3,7,1304
s7350,144,3,3,1117
s1379,144,2,7,1043
s703,144,1,2,1016
s4988,144,5,4,713
s399,144,5,7,774
s4120,144,4,5,833
s1799,144,1,2,1100
s5254,144,5,9,799
s7486,144,1,11,1019
s1974,144,1,8,1016
s4598,144,5,5,791
s4825,145,2,1,986
s7643,145,2,6,1062
s7674,145,2,8,840
s4269,145,5,2,959
s7830,145,3,5,1118
s1016,145,3,12,1382
s7593,145,4,6,726
s4652,145,2,9,1164
s6892,145,5,3,813
s7303,145,2,5,1119
s831,145,1,8,1075
s168,145,3,3,1151
s80,145,2,1,1183
s369,145,2,6,845
s4563,145,3,8,1219
s7789,145,1,3,1051
s1161,145,2,2,986
s1097,145,4,7,798
s7297,145,2,8,851
s719,145,4,9,1223
s6501,145,5,8,1279
s5818,145,1,9,1067
s992,145,2,9,1048
s732,146,4,7,723
s7038,146,4,1,1269
s3020,146,2,1,912
s6511,146,4,1,927
s1864,146,4,6,730
s637,146,4,7,1005
s7848,146,3,3,1355
s6537,146,5,1,1283
s7054,146,2,8,1198
s6441,146,3,4,1292
s3343,146,4,10,966
s4258,146,1,11,1028
s4613,146,2,9,988
s5347,146,5,3,879
s7648,147,1,1,1026
s7663,147,4,10,841
s5185,147,3,11,1379
s6789,147,5,8,833
s3067,147,5,1,1254
s658,147,5,2,727
s477,147,1,1,1068
s7572,147,4,9,943
s2666,147,4,8,1227
s4874,147,4,4,1147
s6530,148,5,12,737
s2827,148,1,2,1059
s4091,148,2,10,1081
s3724,148,5,8,808
s1694,148,4,2,838
s6809,148,3,4,1318
s7399,148,3,9,1275
s4201,148,1,9,1021
s1388,148,3,1,1394
s1922,148,5,1,1140
s6426,148,2,6,1013
s4566,149,3,6,1381
s2847,149,2,7,1024
s5634,149,4,4,776
s6163,149,4,12,1250
s3706,149,5,7,1229
s2710,149,1,12,1084
s6285,149,5,3,923
s4171,149,1,2,1085
s7577,149,3,10,1330
s767,149,4,7,1023
s5111,149,2,3,932
s449,149,4,2,1010
s4148,149,4,4,1245
s1877,149,5,4,915
s1418,149,2,11,871
s4124,149,2,12,984
s6481,150,4,6,989
s299,150,1,2,1043
s837,150,2,7,1123
s7071,150,3,4,1184
s6381,150,3,2,1337
s2376,150,1,10,1077
s7956,150,2,8,860
s2025,150,2,5,1138
s7713,150,1,9,1058
s885,150,5,1,836
s7886,150,3,5,1153
s7414,150,5,6,864
s6402,150,4,12,1276
s6030,150,4,3,1134
s7971,151,1,8,1062
s1015,151,4,1,833
s847,151,4,7,996
s1140,151,1,4,1032
s5824,151,5,1,1126
s328,151,2,9,846
s3654,151,5,8,1105
s4937,151,3,10,1258
s212,151,2,10,912
s5475,151,5,3,893
s4414,151,5,9,1090
s5238,151,4,1,777
s3818,151,4,8,1025
s4175,151,4,8,1258
s5090,151,5,2,1265
s2462,151,5,10,1026
s3667,151,2,1,1086
s2245,152,2,3,925
s3579,152,5,12,1159
s4556,152,2,4,1086
s7323,152,2,10,1166
s5748,152,5,12,1045
s5990,152,3,9,1363
s3958,152,2,4,1009
s5779,152,3,4,1204
s1807,152,1,3,1040
s6014,152,3,3,1204
s1723,152,4,5,905
s6849,152,5,5,720
s6289,152,3,9,1267
s875,152,2,11,918
s2179,152,1,10,1019
s3151,152,5,8,1151
s6969,152,3,5,1157
s5324,152,1,3,1050
s3932,152,1,8,1026
s869,153,2,1,1097
s4227,153,4,2,1132
s7520,153,4,12,1205
s3873,153,4,6,887
s4000,153,1,8,1029
s6105,153,1,8,1037
s4430,153,3,2,1324
s1112,153,4,8,1076
s5464,153,2,1,939
s2088,153,4,1,1202
s6251,153,2,1,945
s5761,153,4,2,1268
s3664,153,2,10,984
s3344,153,1,3,1080
s5292,153,5,7,990
s4841,153,1,1,1001
s2227,154,4,10,1270
s3598,154,1,1,1072
s5638,154,1,9,1072
s7194,154,3,7,1102
s4193,154,1,2,1094
s6304,154,1,1,1046
s6790,154,3,8,1388
s7100,154,3,8,1247
s4681,154,5,1,877
s1986,154,3,7,1132
s4722,154,3,4,1358
s1710,154,1,4,1088
s5409,155,3,12,1143
s3961,155,4,9,703
s6391,155,3,8,1114
s7647,155,5,10,1065
s7084,155,1,11,1074
s4334,155,3,1,1237
s3032,155,1,9,1066
s4836,155,5,7,1262
s1376,155,2,11,1065
s593,155,1,5,1041
s4729,155,5,4,1063
s4449,155,4,8,1032
s7509,155,1,2,1097
s4550,155,4,1,1014
s5108,155,4,9,976
s889,156,5,7,1098
s2332,156,3,9,1292
s1263,156,1,1,1039
s4158,156,1,3,1023
s7122,156,5,12,948
s6161,156,3,9,1367
s4822,156,2,12,960
s6938,156,1,2,1044
s2866,156,4,6,740
s336,156,2,9,1014
s3903,156,3,12,1393
s3942,156,3,1,1187
s876,156,3,5,1152
s2010,156,2,9,990
s3239,156,2,11,1078
s6866,156,3,3,1203
s3428,157,2,5,1020
s5878,157,3,8,1379
s1349,157,4,4,1020
s4323,157,2,4,978
s4557,157,1,5,1035
s6793,157,5,3,1018
s5284,157,2,8,969
s3885,157,1,2,1050
s4974,157,1,8,1091
s7650,157,2,1,816
s2040,157,1,10,1057
s284,157,2,6,1044
s4353,158,2,9,1041
s5231,158,3,5,1229
s728,158,5,9,905
s5074,158,5,11,1036
s2164,158,2,9,1157
s5232,158,4,10,802
s6918,158,2,2,968
s4484,158,3,12,1370
s3956,158,4,4,1088
s7939,158,2,3,985
s6982,158,5,3,1174
s7584,158,2,11,1006
s2723,158,1,10,1027
s4105,158,2,10,963
s1079,158,2,11,1041
s6072,158,2,12,872
s1698,158,2,10,927
s7501,158,1,10,1058
s6716,158,4,8,877
s6499,158,1,2,1096
s2118,158,5,2,1212
s6067,158,5,12,1052
s4320,159,4,9,887
s6810,159,1,10,1002
s3637,159,2,12,1191
s2054,159,5,5,1166
s56,159,2,9,964
s5766,159,1,9,1039
s922,159,2,4,1057
s5471,159,1,12,1086
s3919,159,4,2,1179
s7522,159,5,9,1101
s6093,159,1,3,1056
s1559,159,1,12,1037
s6575,159,2,7,974
s5461,159,4,6,1208
s1544,159,4,1,815
s5132,159,3,6,1383
s3308,159,2,9,873
s7353,160,5,3,1048
s6669,160,3,5,1287
s1797,160,5,3,787
s3822,160,2,2,936
s7719,160,5,3,1183
s590,160,1,2,1000
s596,160,5,6,999
s7413,160,1,5,1096
s5380,160,1,6,1024
s7329,160,2,8,804
s156,160,5,6,974
s4764,160,2,8,964
s1239,160,5,7,897
s6473,160,2,7,1029
s425,160,3,6,1367
s2359,160,4,1,1095
s4902,160,3,5,1331
s5967,160,2,9,1187
s239,160,4,3,948
s4949,160,4,12,1093
s2229,160,2,11,1071
s2512,160,3,9,1350
s7366,160,4,8,1063
s7857,161,3,1,1115
s7095,161,5,2,1210
s5189,161,1,9,1015
s5379,161,3,8,1246
s4249,161,5,7,844
s6682,161,4,11,977
s761,161,5,8,890
s1011,161,1,8,1091
s2049,161,3,11,1396
s6645,161,5,2,758
s5242,161,4,7,855
s813,161,4,8,894
s4699,161,4,4,915
s3700,162,4,12,893
s7559,162,1,1,1001
s7107,162,4,1,815
s1064,162,3,12,1154
s6469,162,5,2,786
s6976,162,3,5,1238
s6786,162,2,12,917
s5462,162,4,11,1095
s5130,162,1,1,1062
s7775,162,2,7,945
s6898,162,3,12,1317
s2124,162,5,4,775
s5167,162,2,3,1090
s5784,162,2,10,956
s6876,162,1,7,1042
s1949,162,5,12,833
s5904,162,3,6,1226
s3252,162,1,7,1063
s7290,162,2,7,1132
s130,162,5,6,1198
s5877,163,4,8,925
s7316,163,1,12,1053
s4445,163,1,11,1084
s2092,163,5,1,1167
s4314,163,3,2,1193
s6472,163,1,4,1100
s5872,163,4,8,971
s225,163,1,2,1034
s4093,163,3,5,1215
s4400,163,3,6,1323
s3329,163,5,12,920
s1972,163,3,2,1124
s6116,163,5,3,1227
s930,163,2,5,968
s5283,163,1,9,1082
s1119,163,4,6,967
s5038,163,5,4,703
s1796,163,4,1,1074
s7807,163,4,6,1088
s1907,164,5,5,823
s2036,164,1,10,1056
s3785,164,5,2,954
s5641,164,1,5,1075
s7841,164,2,12,838
s7683,164,3,4,1145
s7818,164,3,7,1326
s1501,164,2,8,952
s6578,164,1,7,1079
s3429,164,4,5,1242
s4341,164,2,8,884
s822,164,5,2,877
s3,164,1,2,1047
s3018,164,1,5,1020
s1538,164,4,2,703
s6094,164,1,10,1082
s6271,164,1,3,1093
s5855,164,5,8,1112
s2339,165,5,6,992
s1738,165,1,1,1069
s4394,165,1,9,1069
s5064,165,3,8,1267
s6663,165,1,5,1003
s4129,165,2,9,977
s1565,165,1,5,1014
s6428,165,3,1,1371
s293,165,2,10,1154
s2305,165,2,9,1053
s1326,165,2,6,1086
s513,165,1,4,1059
s5823,165,5,8,1156
s18,165,1,1,1068
s1884,165,4,2,1165
s2988,165,5,1,1089
s4814,165,5,12,776
s6750,165,2,3,962
s7379,165,4,7,904
s4672,165,2,1,970
s1372,165,5,7,845
s3081,166,4,4,1295
s3725,166,4,6,1092
s7291,166,2,9,1047
s7299,166,1,3,1039
s3092,166,4,6,1246
s1517,166,2,9,1151
s139,166,1,4,1027
s1330,166,2,12,1071
s1333,166,3,11,1399
s2810,166,5,1,1134
s6258,166,3,9,1314
s6798,166,5,3,1208
s3935,166,5,9,1268
s4945,166,5,6,987
s3671,166,1,4,1049
s2214,166,3,6,1313
s1682,166,4,7,1058
s679,166,2,3,1125
s781,166,5,3,1253
s7248,166,4,8,717
s1761,166,4,1,771
s3368,167,2,7,1176
s3557,167,2,3,964
s2953,167,1,8,1099
s4659,167,5,7,1238
s4117,167,1,10,1002
s4704,167,1,5,1020
s4456,167,1,12,1020
s7450,167,3,4,1129
s5829,167,5,8,1028
s6154,167,1,8,1078
s5516,167,3,1,1387
s314,167,5,5,837
s5667,167,5,6,1141
s5684,167,4,10,721
s3050,167,2,7,974
s1482,167,4,3,1285
s1037,167,4,8,1022
s2374,167,3,10,1321
s6944,167,1,3,1035
s4891,167,2,12,1059
s6623,167,3,9,1384
s7783,167,3,10,1238
s2599,167,4,11,920
s5822,167,1,2,1003
s7179,168,5,1,1166
s6398,168,4,4,926
s6928,168,2,9,1148
s1668,168,2,5,929
s6442,168,4,4,795
s4125,168,4,4,1105
s4763,168,3,12,1260
s5778,168,4,11,1271
s854,168,1,5,1097
s6257,168,4,6,883
s4107,168,3,4,1257
s3349,168,4,8,732
s1530,168,2,4,1007
s7318,168,2,6,926
s7855,168,2,10,840
s6525,168,1,2,1064
s5148,168,1,3,1028
s538,168,4,9,956
s3198,168,5,2,1256
s6903,168,4,7,1035
s4965,168,4,5,940
s4674,168,5,11,1256
s1816,169,5,9,761
s3698,169,4,9,791
s2725,169,4,5,1113
s5331,169,3,7,1129
s906,169,1,1,1096
s3597,169,1,2,1094
s849,169,2,12,828
s6007,169,4,11,786
s2201,169,4,8,944
s5323,169,3,12,1176
s6652,169,5,8,1226
s6504,169,3,1,1120
s723,169,5,1,1237
s7337,169,1,7,1037
s925,170,3,8,1171
s269,170,3,8,1263
s5350,170,4,4,1078
s4909,170,2,10,1169
s7393,170,4,12,1020
s6727,170,3,7,1347
s114,170,3,1,1344
s6168,170,3,7,1266
s5300,170,1,7,1090
s72,170,2,11,1006
s7478,170,2,7,1037
s8,170,5,2,746
s7910,171,3,9,1396
s6273,171,5,5,1044
s4594,171,4,7,809
s7794,171,2,2,1193
s178,171,2,11,1165
s185,171,3,6,1388
s3348,171,1,8,1063
s1084,171,3,1,1194
s5962,171,1,3,1100
s4502,171,1,7,1023
s757,171,5,4,1270
s3834,171,3,10,1232
s5107,171,2,3,943
s6813,171,5,9,723
s2509,171,2,11,1059
s3851,171,1,5,1089
s5645,172,3,11,1326
s5879,172,1,1,1047
s4431,172,3,5,1194
s4884,172,4,2,765
s347,172,4,5,810
s47,172,5,8,1003
s4257,172,5,5,1201
s7424,172,5,7,1042
s5047,172,2,4,964
s1273,172,1,10,1043
s933,172,1,5,1001
s840,172,5,1,1107
s1461,172,4,6,714
s5406,172,5,1,728
s5326,172,5,4,793
s3658,173,5,1,1083
s1861,173,2,1,850
s7949,173,2,5,946
s508,173,5,12,1241
s5036,173,5,9,794
s2353,173,3,1,1154
s2190,173,2,8,1141
s6929,173,2,5,1002
s324,173,4,5,1066
s5854,173,4,4,1148
s6136,173,3,1,1328
s6265,173,1,2,1085
s1568,174,3,6,1242
s6318,174,5,6,850
s2647,174,1,4,1039
s2977,174,1,6,1049
s1405,174,1,12,1037
s3471,174,5,5,1007
s2902,174,2,11,851
s5155,174,4,4,1202
s1150,174,1,10,1067
s7921,174,1,1,1083
s1190,174,2,5,1122
s1249,175,1,6,1018
s2145,175,4,3,711
s7430,175,4,10,1288
s6768,175,2,9,878
s941,175,4,8,1095
s2495,175,5,10,752
s2885,175,4,6,1088
s171,175,3,1,1250
s1995,175,2,3,1088
s2387,175,4,6,1098
s458,175,2,4,973
s3440,175,3,12,1181
s6997,175,1,3,1097
s7579,175,1,12,1007
s7903,175,5,12,1284
s2948,175,2,8,1091
s6226,175,5,4,914
s6126,175,4,12,1242
s6515,176,3,8,1328
s4953,176,2,4,962
s3843,176,3,4,1350
s5745,176,2,3,1160
s7610,176,3,3,1252
s6042,176,5,10,991
s582,176,1,5,1005
s1997,176,4,12,1039
s4270,176,4,4,1118
s5715,176,1,10,1053
s2400,176,4,4,1069
s7633,176,3,5,1272
s1953,176,4,6,1147
s7048,176,5,2,743
s3172,176,4,7,1240
s6025,176,1,11,1005
s7709,176,3,10,1226
s3687,176,1,12,1039
s381,176,2,2,886
s5524,176,5,10,746
s7629,177,4,5,966
s5180,177,3,8,1204
s6223,177,1,3,1048
s4731,177,4,7,805
s4714,177,4,1,1073
s3777,177,2,5,1067
s1609,177,5,3,785
s7453,177,5,10,706
s7883,177,2,7,1020
s737,177,2,8,961
s787,177,1,9,1083
s6699,177,1,12,1054
s7917,177,3,10,1360
s7847,178,2,12,1055
s7438,178,4,9,971
s4094,178,1,10,1016
s6700,178,1,3,1094
s5894,178,5,9,1003
s4079,178,3,3,1285
s5281,178,2,5,1034
s6971,178,5,1,1279
s2645,178,3,7,1400
s3498,178,2,1,1142
s7799,178,5,1,701
s3911,178,4,11,974
s5980,178,4,10,1130
s2243,178,3,10,1355
s2832,178,2,9,941
s6590,178,3,8,1301
s2600,178,3,10,1210
s3286,179,2,11,1173
s7885,179,1,7,1025
s1546,179,3,9,1366
s3355,179,4,5,828
s6538,179,3,5,1291
s1366,179,2,7,987
s190,179,4,10,1057
s22,179,5,10,706
s2910,179,5,7,1100
s7723,179,4,11,718
s6082,179,3,2,1221
s2826,179,2,10,1173
s7150,179,1,12,1044
s4759,179,5,3,806
s230,179,1,9,1006
s1076,179,1,12,1036
s644,179,3,9,1108
s6861,179,3,8,1220
s4349,179,1,6,1017
s5112,179,2,12,991
s1940,179,5,10,1245
s5144,179,4,3,1208
s1452,179,4,9,983
s3629,180,1,4,1074
s2946,180,1,11,1033
s5306,180,3,2,1240
s801,180,3,7,1291
s5364,180,2,3,1004
s1450,180,1,8,1085
s2795,180,4,2,1266
s5261,180,3,10,1334
s7451,180,1,1,1048
s4781,180,4,2,700
s2251,181,4,8,1027
s3982,181,5,1,808
s2643,181,3,12,1395
s7624,181,2,3,1014
s1634,181,3,12,1196
s3422,181,4,12,1200
s5770,181,5,7,755
s2355,181,3,12,1118
s1558,181,2,1,1148
s2943,181,5,11,1259
s4923,181,5,8,852
s7684,181,1,10,1011
s6111,182,4,1,971
s3281,182,5,10,1062
s6035,182,1,1,1069
s6342,182,1,6,1089
s2822,182,3,9,1333
s155,182,1,1,1059
s4658,182,3,4,1280
s1480,182,3,4,1172
s4435,182,5,12,1211
s905,182,5,12,1268
s1078,182,5,6,1035
s956,182,4,9,1068
s1173,182,5,7,1106
s5619,182,1,4,1076
s279,182,2,8,1052
s7909,182,1,9,1024
s1621,182,4,2,724
s1085,182,1,3,1061
s6651,182,1,2,1050
s6361,183,2,5,1045
s880,183,4,6,1114
s158,183,1,10,1082
s4264,183,2,5,803
s1958,183,2,2,1110
s6155,183,5,12,765
s5914,183,5,8,1129
s5244,183,1,2,1054
s7219,183,4,9,948
s3361,183,1,8,1071
s6058,183,1,12,1040
s4416,183,5,1,956
s7772,183,1,8,1096
s5571,184,3,10,1284
s5895,184,3,3,1288
s6890,184,3,8,1296
s1829,184,4,1,1049
s3517,184,2,7,913
s4680,184,1,11,1047
s6307,184,1,3,1032
s5474,184,5,12,887
s4611,184,4,11,710
s5518,184,2,6,1196
s5351,184,4,10,1176
s5871,185,5,10,1110
s4688,185,3,5,1391
s4417,185,1,3,1008
s5429,185,4,6,995
s6670,185,5,12,860
s205,185,5,11,731
s6023,185,4,11,1251
s2330,185,3,7,1386
s4612,185,2,12,1124
s6612,185,1,2,1100
s1875,185,1,6,1059
s2377,185,4,11,943
s2952,185,4,7,735
s3412,185,5,9,744
s7851,185,2,2,905
s3219,185,2,8,1172
s1092,185,2,9,1079
s6053,185,4,8,875
s3419,185,5,12,1110
s2250,185,2,2,857
s6138,185,2,10,1017
s6907,186,1,5,1037
s4382,186,5,8,910
s850,186,4,3,740
s6201,186,4,8,734
s67,186,2,5,1086
s3088,186,1,9,1005
s1309,186,4,9,1111
s1955,186,3,10,1195
s5652,186,3,7,1243
s2384,186,2,4,1087
s3827,186,2,5,815
s6062,186,2,6,903
s6657,186,3,4,1155
s7928,186,1,11,1080
s4447,186,5,8,1088
s3217,186,4,1,837
s5186,186,2,11,1057
s1408,187,1,4,1097
s2915,187,4,10,1053
s3848,187,5,12,944
s4772,187,2,2,810
s609,187,5,10,1195
s7753,187,5,5,835
s2890,187,5,7,839
s3443,187,5,11,908
s5374,187,4,1,1086
s7090,187,1,7,1062
s7585,187,3,2,1255
s1237,187,1,3,1069
s3208,187,1,9,1000
s1554,187,3,8,1198
s7659,187,4,7,928
s3222,187,5,6,869
s7008,187,5,10,1141
s534,187,4,2,978
s1583,188,4,8,1265
s5204,188,1,3,1057
s5114,188,5,5,896
s430,188,2,5,1035
s4429,188,5,4,940
s7688,188,4,5,951
s4173,188,4,6,1295
s7012,188,1,6,1025
s7177,188,3,9,1282
s5245,188,5,11,1023
s3327,189,3,1,1237
s864,189,3,5,1192
s5585,189,5,12,758
s4412,189,2,2,1081
s3468,189,3,1,1359
s3157,189,2,4,968
s3119,189,5,10,936
s6806,189,3,7,1227
s4732,189,1,9,1003
s6306,189,2,8,929
s2441,189,3,5,1123
s6288,189,4,4,1260
s1896,189,3,1,1306
s7689,189,2,12,1180
s823,189,3,10,1136
s7437,190,1,10,1014
s2613,190,4,3,749
s5706,190,3,8,1175
s2057,190,4,10,899
s965,190,1,8,1012
s2546,190,1,2,1065
s3124,190,3,1,1102
s5625,190,1,10,1011
s7017,190,2,10,1042
s5639,190,5,7,1278
s2069,190,3,2,1170
s6568,190,2,10,1010
s383,190,4,9,721
s4745,190,5,7,828
s275,190,5,7,918
s4266,190,2,11,876
s481,191,2,9,838
s476,191,3,3,1218
s1028,191,4,6,954
s3994,191,1,6,1043
s6888,191,4,2,866
s6676,191,4,12,809
s7499,191,3,4,1200
s3820,191,4,4,1187
s3571,191,4,5,1027
s1048,191,1,11,1024
s5356,191,1,1,1025
s207,191,2,3,1180
s7390,191,5,6,952
s4778,191,3,2,1263
s2506,191,2,3,1048
s833,191,1,8,1042
s958,191,2,4,1118
s6567,191,5,1,1137
s545,191,2,2,1125
s2525,192,1,5,1033
s461,192,2,3,962
s4754,192,4,10,811
s4433,192,1,6,1076
s4199,192,1,9,1082
s6487,192,1,11,1051
s7749,192,4,4,919
s2157,192,3,11,1249
s5628,192,3,1,1339
s6808,192,3,10,1368
s7338,192,3,9,1119
s5293,193,1,12,1067
s5851,193,4,2,1215
s1280,193,3,6,1375
s3644,193,4,2,1065
s6,193,2,12,840
s259,193,2,5,891
s3576,193,5,9,1090
s2634,193,2,8,800
s6181,193,4,3,1232
s4206,193,5,6,1230
s5708,193,5,6,1041
s3586,193,1,7,1098
s6733,193,5,4,789
s868,193,2,7,831
s6821,193,3,9,1134
s6360,193,3,3,1378
s3515,193,1,5,1028
s4835,194,2,2,1127
s861,194,4,7,1292
s4396,194,2,2,1075
s4859,194,3,8,1378
s6300,194,2,10,1071
s5229,194,3,2,1291
s3638,194,5,3,1255
s4441,194,5,2,941
s7641,194,2,5,843
s2527,194,1,4,1080
s6118,194,4,4,728
s6832,194,5,5,817
s1454,194,1,7,1055
s7665,194,3,10,1164
s1931,194,5,8,1022
s6653,194,5,8,731
s1143,194,4,5,870
s6296,195,5,4,1254
s3600,195,5,6,1106
s2065,195,4,9,1028
s3751,195,1,9,1029
s5302,195,3,4,1135
s5236,195,2,4,943
s7962,195,2,3,1076
s4830,195,1,5,1042
s6640,195,5,5,1280
s7127,195,3,10,1220
s6384,195,4,4,707
s1356,195,5,9,1295
s7756,195,2,11,1029
s5664,195,3,9,1357
s681,195,2,5,1019
s193,195,2,8,944
s4593,195,3,3,1178
s7891,196,2,8,1004
s4553,196,5,8,1271
s2186,196,4,3,1073
s3495,196,2,4,908
s1369,196,4,4,1267
s6812,196,3,12,1228
s4788,196,5,7,706
s7837,196,5,8,1043
s1410,196,2,1,1089
s6305,196,2,11,1187
s2439,196,5,8,1182
s3223,196,3,5,1176
s1745,196,3,6,1138
s3356,196,1,10,1058
s6502,196,4,6,929
s7850,196,4,7,1172
s3868,197,5,11,980
s2437,197,1,4,1023
s2200,197,4,8,965
s4558,197,5,5,1058
s7490,197,4,11,1138
s4560,197,5,7,1205
s567,197,4,10,1086
s6274,197,2,8,968
s5477,197,3,11,1279
s2397,197,1,11,1002
s1928,197,4,12,1229
s5314,197,3,11,1105
s6534,197,1,8,1034
s1706,197,1,8,1004
s1844,197,5,4,758
s2991,197,1,6,1033
s4728,197,4,9,800
s7285,197,5,9,896
s1525,198,1,3,1046
s4800,198,3,6,1220
s5565,198,1,8,1030
s270,198,5,11,1279
s5089,198,2,8,1143
s3699,198,3,10,1161
s7868,198,3,1,1124
s7620,198,2,5,930
s6667,198,2,11,1085
s3244,198,1,6,1025
s4315,198,4,1,1173
s6430,199,3,9,1324
s5498,199,5,2,1299
s985,199,1,1,1038
s5930,199,5,9,1113
s57,199,5,6,983
s6916,199,2,3,1065
s108,199,4,3,966
s1514,199,4,2,713
s3403,199,4,11,990
s4597,199,1,8,1024
s2031,199,3,3,1329
s7754,199,2,8,939
s5815,199,2,2,894
s4115,200,5,9,867
s2664,200,1,2,1011
s7656,200,1,8,1007
s2274,200,3,10,1370
s5212,200,3,6,1178
s3475,200,4,8,1120
s4036,200,5,9,739
s3972,200,4,3,763
s769,200,2,2,987
s497,200,2,6,891
s1837,200,3,1,1261
s5207,200,3,9,1114
s7240,200,2,7,995
s7342,200,5,9,1160
s5994,200,4,5,1293
s2505,200,1,8,1007
s4912,200,5,9,852
s196,200,3,12,1136
s5008,200,5,10,1250
s6006,200,4,7,929
s1549,201,5,10,1296
s4421,201,3,3,1301
s4297,201,2,10,1196
s6774,201,3,2,1149
s762,201,5,10,1087
s5006,201,4,3,1017
s1936,201,5,4,1018
s2178,201,2,7,803
s3737,201,4,3,1290
s5362,201,4,3,1157
s4284,201,2,12,1035
s3809,201,5,9,705
s5775,201,1,11,1056
s4941,202,1,11,1079
s5363,202,1,7,1006
s2854,202,2,6,1166
s2717,202,3,12,1301
s3568,202,1,3,1081
s7019,202,5,11,994
s7457,202,5,5,1227
s6763,202,4,11,936
s758,202,1,7,1086
s111,202,3,9,1176
s7737,202,5,10,1114
s3886,202,3,9,1395
s23,202,5,8,872
s4585,203,1,6,1080
s7141,203,1,6,1003
s1758,203,1,5,1019
s6228,203,4,9,1051
s7575,203,3,11,1314
s3746,203,4,8,976
s337,203,1,7,1006
s4178,203,2,2,962
s6926,203,2,3,839
s7273,203,3,6,1371
s198,204,5,11,872
s3798,204,4,9,762
s2075,204,5,1,1096
s5540,204,2,4,834
s7651,204,3,7,1236
s262,204,5,4,751
s7402,204,1,2,1072
s1805,204,2,5,933
s7535,204,2,12,997
s7396,204,5,10,1161
s7623,204,5,10,727
s3392,204,4,10,1180
s3279,204,3,11,1224
s7370,204,5,9,1131
s3866,204,2,7,811
s2754,204,4,3,1004
s2109,204,4,12,1161
s4508,204,3,5,1393
s2100,205,5,5,1289
s2370,205,3,9,1373
s6140,205,1,11,1097
s4767,205,1,8,1019
s6033,205,2,7,1197
s5839,205,4,2,1025
s939,205,4,10,991
s19,205,3,2,1317
s6850,205,3,7,1339
s4669,205,2,4,970
s4954,205,1,10,1074
s3174,205,1,4,1011
s2918,205,3,1,1251
s5961,206,2,2,984
s1378,206,3,11,1269
s6418,206,5,5,1129
s5902,206,4,7,1088
s4687,206,5,5,964
s1573,206,4,12,708
s2389,206,5,4,761
s2456,206,1,8,1090
s2755,206,3,10,1152
s2172,206,5,5,1135
s2066,206,1,7,1018
s6188,206,2,10,1173
s789,206,4,3,969
s7344,206,3,9,1394
s6407,206,4,1,882
s8000,206,5,4,992
s2984,206,5,1,919
s2889,206,5,3,1226
s6694,207,4,3,1166
s1332,207,4,10,1276
s1179,207,4,2,1008
s4169,207,2,8,1130
s3617,207,2,12,1049
s987,207,1,1,1043
s7828,207,2,11,836
s4686,207,1,12,1049
s4805,207,1,1,1024
s4545,208,1,7,1025
s6205,208,3,9,1294
s3969,208,5,4,764
s3338,208,4,6,708
s3182,208,3,12,1126
s592,208,5,2,946
s5410,208,5,7,1258
